Code,Designation,Type,Standard_WxDxH_cm,Site_Reference,Product_URL,On_Site
OPS797,Console Table with 6 Drawers and Lower Shelf,Drawers unit,,OPS797,https://studioszel.ro/console/32688-553181-consola-cu-6-sertare-si-polita-inferioara-stejar.html,yes
OPS808,"Square Table with Central Metal Leg, Oak Top",Table,,OPS808,https://studioszel.ro/clasic-funiture/33174-569795-masa-patrata-cu-picior-central-metalic-blat-stejar.html,yes
MPS001,Writing desk with five drawers and one door,Drawers unit,160x70x79,MPS001,https://studioszel.ro/mdf-solid-wood-combination/19704-582093-birou-cu-5-sertare-si-o-usa-cu-dim-160x70x79-din-mdf.html,yes
MPS013,Cabinet 2 doors,Other,120x60x190,MPS013,https://studioszel.ro/mdf-solid-wood-combination/19725-582224-bufet-cu-2-usi-cu-dim-120x60x190-din-mdf.html,yes
MPS040,Showcase with 1 drawer,Drawers unit,100x32x195,MPS040,https://studioszel.ro/mdf-solid-wood-combination/20070-582024-biblioteca-cu-1-sertar-cu-dim-100x32x195-din-mdf.html,yes
MPS048,Cabinet 2 sliding doors,Other,125x51x200,MPS048,https://studioszel.ro/mdf-solid-wood-combination/20508-550654-buffet-cu-2-usi-cu-dim-125x51x200-din-mdf.html,yes
PS4001-TOP Z,Bathroom cupboard 2 wash basins -without Sink,Bathroom,150x51x91,,,no
PS4003-TOP Z,Bathroom cupboard 1 wash basin -without Sink,Bathroom,90x51x91,,,no
PS09-TOP Z,Wall table 2 shelves top zinc,Table,145x45x89,,,no
PS10SUP,Display cabinet 3 sliding doors SUP,Display cabinet,206x53x133,,,no
PS23BAS-TOP OAK,Sideboard 3 doors 3 drawers top oak,Sideboard,179x51x90,,,no
PS24SUP,Kitchen display cabinet 3 doors SUP,Display cabinet,164x39x126,,,no
PS25SUP,Kitchen display cabinet 4 doors SUP,Display cabinet,214x39x126,,,no
PS30-TOP OAK,1 drawer wall table top oak,Drawers unit,96x45x76,,,no
PS46BAS-TOP OAK,Sideboard 1 door 3 drawers oak top,Sideboard,116x51x78,,,no
PS57SUP,Display cabinet 2 doors open middle SUP,Display cabinet,223x48x150,,,no
PS59SUP,2 doors corner display cabinet SUP,Display cabinet,114x54x150,,,no
PS68BAS-TOP OAK,1 door display cabinet  BAS oak top,Display cabinet,69x51x78,,,no
PS68SUP,1 door display cabinet SUP,Display cabinet,73x48x150,,,no
PS70SUP,Display cabinet 1 doors,Display cabinet,96x40x132,,,no
PS73BAS-TOP OAK,Display cabinet 3 doors BAS oak top,Display cabinet,179x51x78,,,no
PS75BAS-TOP OAK,Display cabinet 2 doors BAS oak top,Display cabinet,116x51x78,,,no
PS75SUP,Display cabinet 2 doors SUP,Display cabinet,120x48x150,,,no
PS81-TOP OAK,Desk oak top,Desk,130x65x83,,,no
PS96-TOP OAK,Desk oak top,Desk,152x70x78,,,no
PS101-TOP OAK,Sideboard 2 doors 1 drawer oak top,Sideboard,160x46x56,,,no
PS106-TOP OAK,Sideboard 3 drawers 3 open spaces oak top,Sideboard,180x46x56,,,no
PS108-TOP OAK,Sideboard 2 drawers 1 door oak top,Sideboard,50x35x96,,,no
PS116SUP,Display cabinet for  secretaire SUP,Display cabinet,110x35x110,,,no
PS136-TOP OAK,Book shelves oak top,Shelving,58x32x98,,,no
PS141,Sidetable 2 shelves,Table,110x45x89,,,no
PS141-TOP Z,Sidetable 2 shelves zinc top,Table,110x45x89,,,no
PS141-TOP OAK,Sidetable 2 shelves top oak,Table,110x45x89,,,no
PS150-TOP OAK,Chest of  2 drawers over 2 drawers oak top,Chest of drawers,100x50x90,,,no
PS165BAS-TOP OAK,Show-Case BAS oak top,Other,173x47x93,,,no
PS165SUP,Display cabinet 2 doors SUP,Display cabinet,179x40x132,,,no
PS174,Top for PS173,Other,199x47x134,,,no
PS179SUP,Display cabinet 3 doors SUP,Display cabinet,245x40x132,,,no
PS183,Rectangular low glass table 120x80x45,Table,120x80x45,,,no
PS183-TOP OAK,Rectangular low glass table 120x80x45 oak top,Table,120x80x45,,,no
PS187-TOP OAK,"Trunk  120x45x46, oak top",Other,120x45x45,,,no
PS188-TOP OAK,Small bookcase with shelves oak top,Shelving,102x35x102,,,no
PS202-TOP OAK,"Bedside, oak top",Bed,52x32x45,,,no
PS209,Cd-Dvd  Shelves,Shelving,28x19x163,,,no
PS211-TOP OAK,"Medium book-case 2 doors,oak top",Other,76x35x102,,,no
PS224-160/220-TOP OAK,Table 160/220x90x78 oak top,Table,,,,no
PS232SUP,Kitchen display 2doors 4 draw. +open space SUP,Kitchen,138x35x107,,,no
PS238-TOP Z,Console 1 drawer zinc top,Drawers unit,100x45x89,,,no
PS239-TOP OAK,Commode Galbee top oak with soft-close metal rails,Other,130x57x90,,,no
PS240-TOP Z,"Kitchen wall furniture, 2doors, 4 drawers zinc top",Drawers unit,120x65x90,,,no
PS247,Sideboard 2+2  drawers 1 shelf,Sideboard,129x50x60,,,no
PS247-TOP OAK,Sideboard 2+2  drawers 1 shelf oak top,Sideboard,129x50x60,,,no
PS264SUP,Display cabinet 2 doors SUP,Display cabinet,126x42x110,,,no
PS265SUP,Display cabinet 3 doors SUP,Display cabinet,178x42x110,,,no
PS271SUP,Kitchen display cabinet 2 doors SUP,Display cabinet,113x39x126,,,no
PS297SUP,Display cabinet 3 doors SUP,Display cabinet,183x48x150,,,no
PS321SUP,Bookcase open shelves SUP,Shelving,229x47x160,,,no
PS322-190,Pine ladder 190,Other,190x50x12,,,no
PS356-TOP OAK,Sideboard 3+4 drawers Top oak,Sideboard,122x41x75,,,no
PS365SUP,"Kitchen cupboard 4 drawers, 2 doors, open space SUP",Drawers unit,180x35x107,,,no
PS388-TOP Z,Kirchen item 4 drawers Zinc Top,Drawers unit,67x65x90,,,no
PS388-TOP OAK,Kitchen item 4 drawers Top Oak,Drawers unit,67x65x90,,,no
PS404SUP,Display cabinet 4 doors open space SUP,Display cabinet,245x40x132,,,no
PS405SUP,Bookcase open shelves SUP,Shelving,159x47x160,,,no
PS406,Display cabinet 4 doors,Display cabinet,205x40x210,,,no
PS408BAS-TOP OAK,Sideboard 4 doors BAS oak top,Sideboard,219x50x78,,,no
PS408SUP,Display cabinet SUP,Display cabinet,223x45x150,,,no
PS409SUP,Display cabinet SUP,Display cabinet,120x45x150,,,no
PS439SUP,Display cabinet 4 doors open shelves,Display cabinet,300x45x150,,,no
PS442,Kitchen island 2 glass doors,Kitchen,135x85x80,,,no
PS442-TOP Z,Kitchen island 2 glass doors,Kitchen,135x85x80,,,no
PS442-TOP OAK,Kitchen island 2 glass doors,Kitchen,135x85x80,,,no
PS448,"Galbee sideboard middle sized 3 drawers, with soft-close metal rails",Sideboard,80x46x90,,,no
PS458-TOP Z,Kitchen corner furniture 98x98x90,Kitchen,98x98x90,,,no
PS471SUP,Bookcase upper part,Other,120x48x150,,,no
PS480,Display cabinet 1 door,Display cabinet,79x30x180,,,no
PS481SUP,Display cabinet 2 doors and open shelves sup,Display cabinet,184x45x135,,,no
PS485-TOP OAK,Sideboard with12 multicolored drawers oak top,Sideboard,120x36x97,,,no
PS488,Cupboard 2 doors and open shelves,Shelving,160x39x160,,,no
PS493SUP,Display cabinet 4 doors and open shelves sup,Display cabinet,286x48x150,,,no
PS499-TOP Z,Kitchen furniture for square sink zinc top,Kitchen,81x65x90,,,no
PS499-TOP OAK,Kitchen furniture for square sink oak top,Kitchen,81x65x90,,,no
PS511-TOP Z,Kitchen furniture for oven and stove zinc top,Kitchen,120x65x90,,,no
PS517,Display cabinet open shelves 3 drawers,Display cabinet,141x39x197,,,no
PS524-160/200-TOP OAK,Extendible oval table 160/220 oak top,Table,,,,no
PS524-180/220-TOP OAK,Extendible oval table 180/220 oak top,Table,,,,no
PS524-210/250-TOP OAK,Extendible oval table 210/250 oak top,Table,,,,no
PS532-TOP OAK,"Slim coffee table 2 drawers with glass, oak top",Drawers unit,120x65x48,,,no
PS533-TOP OAK,"TV stand 2 door + 4 open space shelves, oak top",TV stand,129x50x70,,,no
PS536BAS-TOP OAK,"Hallway coat hanger + shoe cabinet 2 doors bas, oak top",Hallway,95x41x44,,,no
PS536SUP,Hallway coat hanger + shoe cabinet 2 doors sup,Hallway,101x27x166,,,no
PS538SUP,Small Hallway furniture sup,Hallway,80x19x56,,,no
PS539-TOP OAK,"Hallway coat hanger with mirror, 2 drawers, 1 cabinet, oak top",Drawers unit,121x41x210,,,no
